"title","year","length","budget","rating","votes","mpaa"
"Nadie conoce a nadie",1999,108,3000000,6.3,565,"R"
"Nadja",1994,93,1000000,5.7,781,"R"
"Nailed",2001,90,NA,4.2,110,"R"
"Nain rouge, Le",1998,101,NA,6.4,91,"R"
"Naked Detective, The",1996,84,NA,3.5,59,"R"
"Naked Lies",1998,93,NA,3.2,81,"R"
"Naked Souls",1995,85,NA,2.7,433,"R"
"Naked States",2000,80,NA,6.6,151,"R"
"Namu, the Killer Whale",1966,89,NA,5.8,36,"PG"
"Napoleon Dynamite",2004,86,400000,7.2,17524,"PG"
"Naqoyqatsi",2002,89,3000000,6.9,575,"PG"
"Narc",2002,105,7500000,7.3,7185,"R"
"National Lampoon Presents Dorm Daze",2003,96,NA,4.2,803,"R"
"National Security",2003,88,NA,4.6,3762,"PG-13"
"National Treasure",2004,131,100000000,6.6,12361,"PG"
"Nattens engel",1998,98,700000,4.9,209,"R"
"Naturally Native",1998,107,700000,8.5,26,"PG-13"
"Nature of the Beast",1995,91,NA,5.7,272,"R"
"Nautilus",2000,97,NA,4.1,52,"R"
"Navajo Blues",1996,90,NA,3,30,"R"
"Navigators, The",2001,96,NA,6.8,591,"R"
"Near Death",2004,95,NA,2.3,55,"R"
"Ned Kelly",2003,110,NA,6.3,2208,"R"
"Negotiator, The",1998,139,50000000,7.2,19100,"R"
"Nemesis 4: Death Angel",1995,65,NA,1.7,181,"R"
"Nemesis Game",2003,92,3000000,5.5,339,"R"
"Net, The",1995,114,22000000,5.6,12201,"PG-13"
"Never Again",2001,98,500000,5.7,309,"R"
"Never Been Kissed",1999,107,NA,5.7,10767,"PG-13"
"Never Die Alone",2004,88,NA,5.1,845,"R"
"Never Ever",1996,110,NA,4.8,49,"R"
"Never Get Outta the Boat",2002,97,NA,4.7,34,"R"
"Never Talk to Strangers",1995,86,NA,4.7,1132,"R"
"Never Too Late",1997,96,NA,6,39,"PG"
"New Alcatraz",2002,96,NA,3.3,268,"R"
"New Best Friend",2002,91,NA,5.2,730,"R"
"New Blood",1999,98,NA,5.3,282,"R"
"New Guy, The",2002,89,13000000,5.2,4266,"PG-13"
"New Jersey Drive",1995,98,5000000,5.4,348,"R"
"New Port South",2001,95,NA,5,123,"PG-13"
"New Rose Hotel",1998,92,NA,4.3,929,"R"
"New Suit",2002,94,NA,5.8,66,"R"
"New Swiss Family Robinson, The",1998,90,NA,4.6,142,"PG"
"New World Disorder",1999,92,NA,4.1,305,"R"
"NewsBreak",2000,94,NA,3.7,44,"R"
"Newton Boys, The",1998,113,27000000,5.7,2003,"PG-13"
"Next Best Thing, The",2000,108,25000000,4.7,3131,"PG-13"
"Next Big Thing, The",2001,87,NA,6,72,"R"
"Next Friday",2000,98,9500000,5.2,3457,"R"
"Next Stop Wonderland",1998,104,1000000,6.7,1467,"R"
"Ngo si sui",1998,108,NA,6.5,2867,"PG-13"
"Niagara, Niagara",1997,93,NA,6.6,510,"R"
"Nice Guys Sleep Alone",1999,92,NA,5.9,195,"R"
"Nicholas Nickleby",2002,132,10000000,7.4,1651,"PG"
"Nick and Jane",1997,95,NA,5.5,175,"R"
"Nick of Time",1995,90,NA,6.2,5125,"R"
"Nicotina",2003,90,NA,6.4,431,"R"
"Night Caller, The",1998,92,NA,4.2,76,"R"
"Night Eyes 4",1996,101,NA,3.5,85,"R"
"Night Falls on Manhattan",1997,118,NA,6.3,1399,"R"
"Night Flier",1997,93,NA,5.4,1294,"R"
"Night Hunter",1995,86,NA,4,102,"R"
"Night Orchid",1997,106,NA,4.3,32,"R"
"Night Shade",1997,96,NA,2.1,23,"R"
"Night That Never Happened, The",1997,95,NA,5,50,"R"
"Night and the City",1992,105,NA,5.7,798,"R"
"Night and the Moment, The",1995,90,NA,5,72,"R"
"Night at the Golden Eagle",2002,87,NA,5.8,214,"R"
"Night of the Demons III",1997,85,NA,3,249,"R"
"Nightstalker",2002,95,NA,4,212,"R"
"Nightwatch",1997,101,NA,6.1,2944,"R"
"Nikita Blues",2001,85,NA,3.1,22,"R"
"Nil by Mouth",1997,128,9000000,6.9,1159,"R"
"Nine Dead Gay Guys",2002,83,NA,6.2,274,"R"
"Nine Months",1995,103,NA,5.3,6351,"PG-13"
"Ninth Gate, The",1999,133,38000000,6.4,16291,"R"
"Ninth Street",1999,95,NA,5.7,35,"R"
"Nirgendwo in Afrika",2001,141,NA,8,2688,"R"
"Nirvana",1997,113,NA,5.4,1199,"R"
"Nixon",1995,212,50000000,6.8,5837,"R"
"No Alibi",2000,90,NA,4.4,201,"R"
"No Code of Conduct",1998,95,12000000,4.4,314,"R"
"No Contest II",1997,86,NA,4.3,89,"R"
"No Exit",1995,93,NA,3.4,56,"R"
"No Looking Back",1998,96,5000000,5.6,622,"R"
"No Man's Land",2001,98,NA,7.9,7184,"R"
"No One Can Hear You",2001,92,NA,4.4,101,"R"
"No One Sleeps",2000,108,NA,4.6,85,"R"
"No Return",2003,86,35000,6.1,18,"PG-13"
"No Such Thing",2001,102,NA,6.5,793,"R"
"No Tomorrow",1998,100,NA,3.5,84,"R"
"No Turning Back",2001,101,NA,5.7,134,"R"
"No Vacancy",1999,84,NA,4.5,98,"R"
"No Way Back",1995,91,NA,5.2,474,"R"
"No Way Home",1996,99,4000000,6.6,328,"R"
"No Witness",2004,95,350000,3.8,9,"R"
"No somos nadie",2002,93,NA,4.3,37,"R"
"Nobody Knows Anything!",2003,88,NA,4.4,76,"R"
"Nobody's Baby",2001,110,NA,6.2,290,"R"
"Nochnoy dozor",2004,115,4200000,6.3,1020,"R"
"Noel",2004,96,NA,5.9,211,"PG"
"Nola",2003,97,NA,5.9,25,"R"
"Non ho sonno",2001,117,NA,6,951,"R"
"Nora",2000,106,NA,5.9,460,"R"
"Normal Life",1996,102,NA,6.2,566,"R"
"Northfork",2003,103,1900000,6.2,1521,"PG-13"
"Not Another Teen Movie",2001,89,16000000,5.2,10295,"R"
"Not Like Us",1995,87,NA,4.7,58,"R"
"Notebook, The",2004,123,30000000,7.8,8830,"PG-13"
"Nothing Personal",1995,85,NA,6.7,159,"R"
"Nothing to Lose",1997,98,NA,6.5,5606,"R"
"Notre Dame de Paris",1956,115,NA,6.4,232,"PG"
"Notting Hill",1999,124,42000000,7,27285,"PG-13"
"November",2004,73,300000,2.8,164,"R"
"Novo",2002,98,NA,5.9,300,"R"
"Novocaine",2001,95,6000000,5.9,2829,"R"
"Now and Then",1995,100,NA,6,4394,"PG-13"
"Nowhere Land",1998,88,NA,4.7,38,"R"
"Nueve reinas",2000,114,1500000,7.6,3721,"R"
"Nuovo cinema Paradiso",1989,170,NA,8.4,13999,"R"
"Nurse Betty",2000,110,24000000,6.6,10441,"R"
"Nurse, The",1997,94,NA,4.4,85,"R"
"Nutt House, The",1992,90,NA,2.8,106,"PG-13"
"Nutty Professor II: The Klumps",2000,109,84000000,4.5,5825,"PG-13"
"Nutty Professor, The",1996,95,54000000,5.8,12273,"PG-13"
"O",2001,95,5000000,6.3,4555,"R"
"O Brother, Where Art Thou?",2000,106,26000000,7.8,37961,"PG-13"
"O.K. Garage",1998,106,NA,4.5,119,"R"
"Object of My Affection, The",1998,111,15000000,6,4027,"R"
"Obra maestra",2000,115,NA,6,135,"R"
"Occasional Hell, An",1996,96,NA,4.8,214,"R"
"Ocean's Eleven",2001,116,85000000,7.5,44662,"PG-13"
"Ocean's Twelve",2004,125,110000000,6,14797,"PG-13"
"Octane",2003,91,11500000,4.4,355,"R"
"October 22",1998,94,NA,5.9,78,"R"
"October Sky",1999,108,NA,7.7,12847,"PG"
"Octopus",2000,95,5000000,2.8,367,"PG-13"
"Octopus 2: River of Fear",2001,91,NA,2.6,158,"R"
"Odd Couple II, The",1998,97,NA,5.8,1366,"PG-13"
"Of Love and Shadows",1994,103,NA,4.8,391,"R"
"Off the Lip",2004,87,NA,3.8,34,"R"
"Off the Map",2003,105,NA,7.6,229,"PG-13"
"Office Killer",1997,82,NA,4.3,476,"R"
"Office Space",1999,89,10000000,7.7,26134,"R"
"Old School",2003,92,24000000,6.7,14283,"R"
"Oldboy",2003,120,NA,8.4,8983,"R"
"Olive Juice",2001,88,NA,5.4,66,"PG-13"
"Omega Doom",1997,84,NA,3.2,437,"R"
"On the Border",1998,103,3000000,4.8,165,"R"
"On the Borderline",2001,93,NA,5.5,53,"R"
"On the Line",2001,85,10000000,4.1,1013,"PG"
"Once Upon a Time in America",1984,227,30000000,8.2,19292,"R"
"Once Upon a Time in Mexico",2003,102,29000000,6,14732,"R"
"Once Upon a Time in the Midlands",2002,104,NA,5.7,583,"R"
"Once Upon a Time... When We Were Colored",1995,115,NA,7.4,151,"PG"
"Once Were Warriors",1994,103,NA,7.9,6240,"R"
"Once in a Blue Moon",1995,96,NA,6.6,45,"PG"
"Once in the Life",2000,104,NA,4.8,160,"R"
"One Day in September",2000,94,NA,7.6,1186,"R"
"One Eight Seven",1997,119,23000000,6.3,2958,"R"
"One Eyed King",2001,105,6500000,5.1,81,"R"
"One Fine Day",1996,108,NA,6.2,6522,"PG"
"One Good Turn",1996,90,NA,5.2,55,"R"
"One Hell of a Christmas",2002,94,400000,2.7,70,"R"
"One Hour Photo",2002,96,12000000,7.1,17130,"R"
"One Night Stand",1997,102,24000000,5.7,1709,"R"
"One Night at McCool's",2001,93,NA,6.2,6893,"R"
"One Point O",2004,92,NA,6,505,"R"
"One Small Hero",1999,84,NA,3.4,64,"PG"
"One Tough Bastard",1995,100,NA,4.5,140,"R"
"One Tough Cop",1998,90,NA,5,395,"R"
"One True Thing",1998,127,30000000,7,2534,"R"
"One Week",2000,97,NA,5.2,66,"R"
"Onegin",1999,106,14000000,6.3,1327,"R"
"Ong-bak",2003,101,NA,7.2,3193,"R"
"Only Thrill, The",1997,103,NA,5.7,154,"R"
"Only the Strong Survive",2002,95,NA,6.6,62,"PG-13"
"Onmyoji",2001,116,NA,6.1,189,"R"
"Open Range",2003,139,26000000,7.5,8799,"R"
"Open Water",2003,79,130000,6.1,7204,"R"
"Operation Balikatan",2003,91,NA,2.3,15,"R"
"Operation Crossbow",1965,115,NA,6.4,466,"PG-13"
"Operation Delta Force",1997,93,NA,3.7,188,"R"
"Operation Delta Force 4: Deep Fault",2001,96,NA,3.7,72,"R"
"Operation Delta Force 5: Random Fire",1999,91,NA,3.4,80,"R"
"Operation Dumbo Drop",1995,104,NA,4.8,1274,"PG"
"Operation Splitsville",1999,90,NA,4.3,85,"PG-13"
"Operative, The",2000,93,NA,3.9,98,"R"
"Operator, The",2000,102,NA,5.2,93,"R"
"Opponent, The",2000,90,NA,5.4,39,"R"
"Opportunists, The",2000,90,NA,5.9,396,"R"
"Opposite of Sex, The",1998,105,NA,6.7,7404,"R"
"Orange County",2002,82,18000000,6.1,8526,"PG-13"
"Order, The",2001,89,NA,4.1,1053,"R"
"Order, The",2003,102,38000000,4.6,3004,"R"
"Ordinary Decent Criminal",2000,85,NA,6.2,2492,"R"
"Organization, The",1971,106,NA,5.7,118,"PG-13"
"Orgazmo",1997,92,1000000,5.7,5128,"NC-17"
"Original Gangstas",1996,99,4800000,5.3,216,"R"
"Original Kings of Comedy, The",2000,115,3000000,6.1,1386,"R"
"Original Latin Kings of Comedy, The",2002,86,NA,7.1,54,"R"
"Original Sin",2001,116,26000000,5.5,4592,"R"
"Oriundi",1999,97,NA,7.1,63,"PG"
"Osama",2003,83,46000,7.5,1546,"PG-13"
"Oscar and Lucinda",1997,132,NA,6.7,1784,"R"
"Osmosis Jones",2001,95,75000000,6.2,3410,"PG"
"Othello",1995,123,11000000,6.8,1852,"R"
"Other Brother, The",2002,94,NA,3.7,37,"R"
"Other Men's Wives",1996,84,NA,2.4,20,"R"
"Other Side of Heaven, The",2001,113,7000000,6.5,683,"PG"
"Other Sister, The",1999,129,NA,6.1,3021,"PG-13"
"Other Voices",2000,104,NA,7.1,53,"R"
"Others, The",2001,104,17000000,7.8,36914,"PG-13"
"Otogiriso",2001,85,NA,5.2,286,"R"
"Otra conquista, La",1998,106,3500000,6.7,140,"R"
"Otro lado de la cama, El",2002,114,NA,6.9,988,"R"
"Our Song",2000,95,NA,6.9,187,"R"
"Out Cold",2001,92,11000000,5.2,1990,"PG-13"
"Out for Blood",2004,95,NA,4,72,"R"
"Out for a Kill",2003,88,20000000,3,818,"R"
"Out in Fifty",1999,103,NA,3,132,"R"
"Out of Control",1998,93,NA,5.2,45,"R"
"Out of Line",2001,96,NA,4.9,46,"R"
"Out of Reach",2004,88,20000000,3.7,399,"R"
"Out of Step",2002,90,NA,6.7,38,"PG"
"Out of the Cold",1999,111,NA,5.6,58,"R"
"Out to Sea",1997,109,NA,5.6,1380,"PG-13"
"Out-of-Sync",1995,105,1500000,4.7,37,"R"
"Out-of-Towners, The",1999,90,40000000,5,2919,"PG-13"
"Outbreak",1995,127,50000000,6.4,13796,"R"
"Outfitters, The",1999,92,NA,5.1,30,"PG-13"
"Outlaws: Legend of O.B. Taggart, The",1994,98,NA,7.7,16,"R"
"Outside Ozona",1998,100,NA,5.7,274,"R"
"Outside Providence",1999,96,7000000,6.1,2735,"R"
"Outsiders, The",1983,91,10000000,6.8,7125,"PG-13"
"Outta Time",2002,94,NA,3.5,93,"R"
"Over the Wire",1996,88,NA,3.8,40,"R"
"Overdrive",1997,92,NA,3.5,27,"R"
"Overkill",1996,88,NA,3.5,41,"R"
"Overnight",2003,82,NA,7.5,101,"R"
"Overnight Delivery",1998,87,12000000,5.9,1229,"PG-13"
"Owning Mahowny",2003,104,10000000,7,1999,"R"
"Oxygen",1999,92,NA,6.1,956,"R"
"P.C.H.",1995,92,NA,3.2,42,"R"
"P.S.",2004,97,NA,6.3,653,"R"
"P.S. Your Cat Is Dead",2002,88,2000000,4.7,185,"R"
"P.U.N.K.S.",1999,115,NA,2.5,220,"PG"
"Pacifier, The",2005,95,56000000,4.9,2179,"PG"
"Packing Suburbia, A",1999,90,40000,4.5,38,"R"
"Pacte des loups, Le",2001,152,NA,7,12958,"R"
"Paid in Full",2002,97,NA,6.1,404,"R"
"Paint Job, The",1992,90,NA,6.5,90,"R"
"Paint Your Wagon",1969,158,20000000,6.5,2011,"PG-13"
"Painted Angels",1998,110,NA,3.4,66,"R"
"Pale Saints",1997,90,NA,3.8,64,"R"
"Pallbearer, The",1996,98,NA,4.8,2093,"PG-13"
"Palmer's Pick Up",1999,108,NA,4.1,58,"R"
"Palmetto",1998,114,NA,5.6,2228,"R"
"Palookaville",1995,92,NA,6.5,793,"R"
"Pandaemonium",2000,124,15000000,6.2,244,"PG-13"
"Pandora Project, The",1998,89,NA,3,150,"R"
"Pane e tulipani",2000,118,NA,7.3,2259,"PG-13"
"Panic",2000,88,1000000,6.9,2524,"R"
"Panic",2001,91,NA,4.3,120,"R"
"Panic Room",2002,113,48000000,7,24302,"R"
"Panther",1995,124,NA,5.6,408,"R"
"Pao Da Shuang Deng",1994,115,NA,6.9,215,"R"
"Paparazzi",2004,84,20000000,5.6,2028,"PG-13"
"Paper Soldiers",2002,88,NA,5.1,103,"R"
"Papertrail",1997,89,NA,4.5,147,"R"
"Paradise Road",1997,122,NA,6.7,1094,"R"
"Paranoia",1998,80,NA,4.2,63,"R"
"Parent Trap, The",1998,127,NA,6.4,4393,"PG"
"Paris",2003,98,NA,4.7,65,"R"
"Paris, France",1993,112,NA,4.4,167,"NC-17"
"Parole Officer, The",2001,93,NA,6.3,1047,"R"
"Party Monster",2003,98,5000000,5.8,1976,"R"
"Pass, The",1998,90,NA,3.9,80,"R"
"Passager de la pluie, Le",1969,115,NA,6.8,222,"PG-13"
"Passion in the Desert",1997,91,NA,5.9,219,"PG-13"
"Passion of Mind",2000,101,NA,5.5,838,"PG-13"
"Passion of the Christ, The",2004,127,30000000,7.4,34046,"R"
"Passionada",2002,108,NA,6.1,279,"PG-13"
"Past Perfect",1998,92,NA,4.3,91,"R"
"Pat Garrett and Billy the Kid",1973,122,4638783,6.9,1469,"R"
"Patch Adams",1998,115,50000000,6.1,12110,"PG-13"
"Patriot, The",2000,164,110000000,6.8,29665,"R"
"Paulie",1998,90,NA,6.1,1496,"PG"
"Pauline & Paulette",2001,106,NA,6.8,525,"PG"
"Pauly Shore Is Dead",2003,82,NA,5,521,"R"
"Paura nel buio",1989,90,NA,3,37,"R"
"Pavilion of Women",2001,111,5000000,5.3,209,"R"
"Pawn, The",1998,88,NA,3.9,41,"R"
"Pay It Forward",2000,123,40000000,6.7,13531,"PG-13"
"Payback",1995,93,NA,5.5,149,"R"
"Payback",1999,100,50000000,6.8,18252,"R"
"Paycheck",2003,119,60000000,6.1,10383,"PG-13"
"Peacekeeper, The",1997,98,10000000,4.6,505,"R"
"Peacemaker, The",1997,124,50000000,5.9,8994,"R"
"Pearl Harbor",2001,184,135250000,5.4,33409,"R"
"Pecker",1998,87,6000000,6.4,4013,"R"
"Pendulum",2001,95,NA,4,150,"R"
"People I Know",2002,100,NA,5.5,2051,"R"
"People vs. Larry Flynt, The",1996,129,NA,7.2,12347,"R"
"Pep Squad",1998,94,500000,4.4,120,"R"
"Perdita Durango",1997,125,NA,6,1480,"R"
"Perez Family, The",1995,113,11000000,6,517,"R"
"Perfect Fit",1999,103,NA,4.1,56,"R"
"Perfect Score, The",2004,93,NA,5,2019,"PG-13"
"Perfect Storm, The",2000,130,120000000,6.2,24946,"PG-13"
"Perfect Strangers",2003,96,NA,5.2,203,"PG-13"
"Perfect Target",1997,89,3500000,4.2,55,"R"
"Perfect Tenant, The",2000,93,NA,4.3,96,"R"
"Perfect You, The",2002,90,NA,5.6,135,"R"
"Perfume",2001,106,NA,4.2,192,"R"
"Perfumed Garden",2000,110,NA,4,71,"R"
"Peril",2000,92,NA,4.6,21,"R"
"Permanent Midnight",1998,88,NA,6.2,1813,"R"
"Personal Velocity: Three Portraits",2002,86,NA,6.5,1207,"R"
"Persons Unknown",1996,99,NA,5,224,"R"
"Pest, The",1997,84,17000000,3.8,1405,"PG-13"
"Pete's Meteor",1998,92,NA,4.2,55,"R"
"Peter Pan",2003,113,100000000,7.2,5596,"PG"
"Petticoat Planet",1996,78,NA,2.7,63,"R"
"Phantasm IV: Oblivion",1998,90,650000,4.5,492,"R"
"Phantom of the Opera, The",2004,143,60000000,7.2,11283,"PG-13"
"Phantom, The",1996,100,45000000,5,3329,"PG"
"Phantoms",1998,92,NA,4.9,3495,"R"
"Pharaoh's Army",1995,90,NA,6.6,83,"PG-13"
"Phase IV",2001,103,NA,4.9,71,"R"
"Phat Beach",1996,89,NA,2.7,168,"R"
"Phenomenon",1996,123,32000000,6.3,12075,"PG"
"Phoenix",1998,107,NA,6.3,763,"R"
"Phoenix and the Magic Carpet, The",1995,88,NA,5.3,24,"PG"
"Phone",2002,102,NA,6.2,654,"R"
"Phone Booth",2002,81,10000000,7.3,21075,"R"
"Photographing Fairies",1997,106,NA,6.8,644,"R"
"Pi",1998,84,60000,7.5,19431,"R"
"Pianist, The",2002,150,35000000,8.5,30467,"R"
"Pianiste, La",2001,130,NA,7.2,4123,"R"
"Picking Up the Pieces",2000,95,NA,4.9,950,"R"
"Picnic",1996,72,NA,7.6,119,"PG"
"Picture Bride",1994,98,NA,6.7,235,"PG-13"
"Picture Claire",2001,91,NA,5.1,210,"R"
"Picture Perfect",1997,105,19000000,5.6,3019,"PG-13"
"Pictures of Baby Jane Doe",1995,92,NA,5,110,"R"
"Pie in the Sky",1996,95,NA,5.9,290,"R"
"Pieces of April",2003,80,300000,7.3,4604,"PG-13"
"Ping!",2000,97,NA,3.6,66,"PG"
"Pink Flamingos",1972,108,12000,6.1,2029,"NC-17"
"Pipe Dream",2002,91,NA,6.3,330,"R"
"Pirates of the Caribbean: The Curse of the Black Pearl",2003,143,125000000,8,60812,"PG-13"
"Pitch Black",2000,112,23000000,6.7,18522,"R"
"Pizza",2004,80,NA,6,35,"PG-13"
"Placard, Le",2001,84,NA,7.1,3083,"R"
"Place Called Truth, A",1998,94,NA,2.8,46,"R"
"Plague Dogs, The",1982,103,NA,7,273,"PG-13"
"Plan B",1997,102,NA,6,66,"R"
"Planet of Junior Brown, The",1997,91,NA,5.8,74,"R"
"Planet of the Apes",2001,119,100000000,5.6,28601,"PG-13"
"Platinum Blonde",2001,90,NA,2.7,36,"R"
"Plato's Run",1997,96,NA,4.2,88,"R"
"Play It to the Bone",1999,124,24000000,5.1,2645,"R"
"Playback",1996,92,NA,2.9,100,"R"
"Player, The",1992,124,NA,7.7,13647,"R"
"Playing Dangerous",1994,87,NA,4.4,117,"PG-13"
"Playing God",1997,94,NA,5.4,1998,"R"
"Playing Mona Lisa",2000,97,NA,5.9,261,"R"
"Playing by Heart",1998,121,14000000,7.1,4958,"R"
"Plaza Suite",1971,114,NA,6.2,332,"PG-13"
"Pleasantville",1998,124,40000000,7.5,22561,"PG-13"
"Pleasurecraft",1999,82,NA,2.9,77,"R"
"Pledge, The",2001,123,45000000,6.9,9852,"R"
"Plein soleil",1960,118,NA,7.5,1316,"PG-13"
"Plots with a View",2002,94,NA,6.5,596,"R"
"Plunkett & Macleane",1999,93,NA,6.1,2887,"R"
"Point Blank",1997,92,NA,3.2,228,"R"
"Point Men, The",2001,88,6100000,4.6,266,"R"
"Poison Ivy II",1996,108,NA,4.2,1093,"R"
"Polish Wedding",1998,105,NA,5.3,921,"PG-13"
"Pollock",2000,132,6000000,7.1,4013,"R"
"Pompatus of Love, The",1996,99,NA,5.5,267,"R"
"Pon un hombre en tu vida",1996,87,NA,7.4,70,"PG-13"
"Poolhall Junkies",2002,94,4000000,6.6,1411,"R"
"Poor White Trash",2000,85,NA,4.6,375,"R"
"Pootie Tang",2001,70,3000000,4.1,1921,"PG-13"
"Pop & Me",1999,91,NA,6.3,67,"PG-13"
"Por la libre",2000,96,NA,7.2,119,"R"
"Porn Star: The Legend of Ron Jeremy",2001,80,NA,6.6,685,"R"
"Pornographer, The",1999,89,NA,5.6,328,"R"
"Portero, El",2000,88,NA,6.4,73,"R"
"Portrait in Red",1995,90,NA,2.3,23,"R"
"Portrait of a Lady, The",1996,142,NA,5.9,2221,"PG-13"
"Posers",2002,80,NA,4.1,86,"R"
"Possums",1998,97,1400000,5.3,66,"PG"
"Postino, Il",1994,108,3000000,7.6,8342,"PG"
"Postmark Paradise",2000,92,NA,5.4,37,"R"
"Powder",1995,111,NA,6,4666,"PG-13"
"Powderburn",1995,87,NA,2.8,21,"R"
"Power 98",1996,89,NA,4.4,90,"R"
"Power Play",2002,100,NA,3.6,142,"R"
"Power Within, The",1995,97,NA,4.4,44,"PG-13"
"Power of Attorney",1995,97,NA,5.6,67,"R"
"Powerpuff Girls, The",2002,73,10000000,6.2,1334,"PG"
"Practical Magic",1998,103,60000000,5.4,7786,"PG-13"
"Prague Duet",1998,95,NA,6.3,113,"R"
"Preaching to the Perverted",1997,100,NA,4.8,209,"R"
"Precious Find",1996,85,NA,3.6,148,"R"
"Prelude to Love",1995,83,NA,2.8,13,"R"
"Presque rien",2000,100,NA,6.6,735,"R"
"Press Run",1999,93,NA,3.8,40,"R"
"Pressure Point",2001,90,NA,4.6,58,"PG-13"
"Preston Tylk",2000,93,NA,5.2,131,"R"
"Pretty When You Cry",2001,90,NA,4.1,107,"R"
"Prey for Rock & Roll",2003,104,NA,6.2,429,"R"
"Prey of the Jaguar",1996,96,NA,3.8,28,"R"
"Price Above Rubies, A",1998,117,NA,6.6,780,"R"
"Price of Desire, The",1997,102,NA,4.6,44,"R"
"Price of Glory",2000,118,10000000,6.2,265,"PG-13"
"Price of Kissing, The",1997,93,NA,4.4,95,"PG-13"
"Price of Milk, The",2000,87,NA,6.4,451,"PG-13"
"Pride and Prejudice",2003,104,NA,5.8,232,"PG"
"Priest",1994,98,NA,7.2,2813,"R"
"Primal Fear",1996,129,30000000,7.5,12467,"R"
"Primary Colors",1998,143,65000000,6.8,7756,"R"
"Prime Gig, The",2000,98,NA,6.4,538,"R"
"Primer",2004,77,7000,6.4,1466,"PG-13"
"Prince & Me, The",2004,111,NA,5.6,2412,"PG"
"Prince Valiant",1997,97,NA,4.8,400,"PG-13"
"Prince and the Surfer, The",1999,89,NA,4.2,39,"PG"
"Prince of Central Park",2000,109,NA,4.9,145,"PG-13"
"Prince of Egypt, The",1998,99,60000000,6.9,9212,"PG"
"Prince of Jutland",1994,89,NA,5.3,262,"R"
"Prisoner of Love",1999,93,NA,3.2,89,"R"
"Private Obsession",1995,103,NA,5.6,105,"R"
"Private Parts",1997,109,20000000,6.6,9289,"R"
"Private Public, The",2000,90,NA,4.2,18,"R"
"Priyatel pokoynika",1997,100,NA,7.2,142,"R"
"Process, The",1998,90,NA,2,17,"R"
"Professionals, The",1966,117,NA,7.4,1125,"PG-13"
"Profile for Murder",1996,95,NA,4.7,76,"R"
"Progeny",1998,99,2500000,4.2,291,"R"
"Project Shadowchaser III",1995,99,NA,2.8,71,"R"
"Project Viper",2002,85,NA,3.2,145,"R"
"Promenons-nous dans les bois",2000,90,NA,4,661,"R"
"Proof of Life",2000,135,65000000,6.3,9592,"R"
"Prophecy, The",1995,98,8000000,6.4,4148,"R"
"Prophet's Game, The",1999,110,NA,5,237,"R"
"Proposal, The",2001,87,NA,5.3,188,"R"
"Proposition, The",1997,93,NA,2.9,85,"R"
"Proprietor, The",1996,113,NA,5.2,99,"R"
"Pros and Cons",1999,104,NA,4.1,136,"R"
"Proteus",1995,97,NA,2.5,251,"R"
"Proximity",2001,98,6000000,4.9,189,"R"
"Prozac Nation",2001,99,9000000,6.2,940,"R"
"Psycho",1998,105,20000000,5,7255,"R"
"Pterodactyl Woman from Beverly Hills",1994,97,NA,3.4,39,"R"
"Public Access",1993,90,NA,5.4,275,"R"
"Public Enemies",1996,95,NA,2.9,366,"R"
"Pulp Fiction",1994,168,8000000,8.8,132745,"R"
"Pumpkin",2002,113,NA,6.2,2344,"R"
"Pumpkinhead II: Blood Wings",1994,84,NA,3.4,377,"R"
"Punch",2002,90,NA,6.5,156,"R"
"Punch-Drunk Love",2002,95,25000000,7.5,18169,"R"
"Punisher, The",2004,124,33000000,6.2,9989,"R"
"Punks",2000,91,NA,5.7,88,"R"
"Punto y aparte",2002,90,NA,4.8,10,"R"
"Pure Danger",1996,99,NA,3.9,41,"R"
"Pure Race",1995,115,NA,8.2,27,"R"
"Purgatory Flats",2002,102,NA,5.8,85,"R"
"Purpose",2002,96,NA,5.2,513,"R"
"Pushing Tin",1999,119,33000000,5.9,7528,"R"
"Python",2000,99,NA,3.6,587,"R"
"Qianxi manbo",2001,120,NA,6.3,513,"R"
"Qiji",1989,105,NA,7,494,"PG-13"
"Qualcuno in ascolto",1988,105,NA,5.9,61,"PG"
"Quattro dell'Ave Maria, I",1968,132,NA,6.1,228,"PG-13"
"Queen of the Damned",2002,104,35000000,4.7,6999,"R"
"Queen's Messenger II",2001,90,4000000,6,27,"R"
"Quest, The",2003,80,NA,7.3,7,"R"
"Quickie, The",2001,99,NA,5.4,211,"R"
"Quiet American, The",2002,101,30000000,7.4,5957,"R"
"Quiet Days in Hollywood",1997,91,NA,4.7,100,"R"
"Quiet Room, The",1996,92,NA,6.9,221,"PG"
"Quills",2000,124,NA,7.3,9155,"R"
"R.I.C.C.O.",2002,104,NA,5.6,9,"R"
"R.M., The",2003,101,500000,5.3,213,"PG"
"Rabbit-Proof Fence",2002,94,6000000,7.7,5079,"PG"
"Race the Sun",1996,82,NA,5,513,"PG"
"Race to Save 100 Years, The",1997,57,NA,8.2,30,"PG"
"Race to Space",2001,104,NA,5.5,202,"PG"
"Rachel's Attic",2002,112,83000,2.4,58,"R"
"Racing Stripes",2005,84,NA,4.8,703,"PG"
"Radio",2003,109,35000000,6.9,3594,"PG"
"Raffle, The",1994,100,NA,3.9,60,"PG-13"
"Rage",1995,94,NA,4.1,94,"R"
